Station Number,Sample Type,Sample ID,Sample Date,Statutory Class,Attained Class,Report,Final Determination
W-036,WETLAND,WA-036-2010E (1007),6/23/2010,--,--,,
W-036,WETLAND,WA-036-2010Y (1006),6/23/2010,--,--,,
W-036,WETLAND,2015-036,6/8/2015,--,--,,
W-036,WETLAND,DN-2015-036,6/8/2015,GPA,No,View,A
W-036,WETLAND,WA-036-2015E (1463),6/8/2015,--,--,,
W-036,WETLAND,WA-036-2015Y (1462),6/8/2015,--,--,,
W-037,WETLAND,2000-037,6/29/2000,--,--,View,
W-037,WETLAND,SP-2000-037,6/29/2000,--,--,View,
W-037,WETLAND,2010-037,6/16/2010,--,--,,
W-037,WETLAND,DN-2010-037,6/16/2010,AA,No,View,B
W-037,WETLAND,WA-037-2010E (1009),6/16/2010,--,--,,
W-037,WETLAND,WA-037-2010Y (1008),6/16/2010,--,--,,
W-093,WETLAND,2003-093,6/12/2003,--,--,Report,
W-093,WETLAND,DN-2003-093,6/12/2003,B,Indeterminate,View,I
W-093,WETLAND,WA-093-2003E (1260),6/12/2003,--,--,,
W-093,WETLAND,WA-093-2003Y (453),6/12/2003,--,--,,
W-127,WETLAND,2005-127,6/13/2005,--,--,Report,
W-127,WETLAND,DN-2005-127,6/13/2005,C,No,View,NA
W-127,WETLAND,WA-127-2005E (506),6/13/2005,--,--,,
W-127,WETLAND,WA-127-2005Y (505),6/13/2005,--,--,,
W-128,WETLAND,2005-128,6/16/2005,--,--,Report,
W-128,WETLAND,DN-2005-128,6/16/2005,GPA,No,View,C
W-128,WETLAND,WA-128-2005E (508),6/16/2005,--,--,,
W-128,WETLAND,WA-128-2005Y (507),6/16/2005,--,--,,
W-128,WETLAND,2010-128,6/22/2010,--,--,,
W-128,WETLAND,DN-2010-128,6/22/2010,GPA,No,View,B
W-128,WETLAND,WA-128-2010E (1021),6/22/2010,--,--,,
W-128,WETLAND,WA-128-2010Y (1020),6/22/2010,--,--,,
W-128,WETLAND,2015-128,6/15/2015,--,--,,
W-128,WETLAND,DN-2015-128,6/15/2015,GPA,No,View,B
W-128,WETLAND,WA-128-2015E (1475),6/15/2015,--,--,,
W-128,WETLAND,WA-128-2015Y (1474),6/15/2015,--,--,,
W-130,WETLAND,2005-130,6/28/2005,--,--,Report,
W-130,WETLAND,DN-2005-130,6/28/2005,GPA,No,View,A
W-130,WETLAND,WA-130-2005E (514),6/28/2005,--,--,,
W-130,WETLAND,WA-130-2005Y (513),6/28/2005,--,--,,
W-130,WETLAND,2015-130,6/10/2015,--,--,,
W-130,WETLAND,DN-2015-130,6/10/2015,GPA,No,View,A
W-130,WETLAND,WA-130-2015E (1479),6/10/2015,--,--,,
W-130,WETLAND,WA-130-2015Y (1478),6/10/2015,--,--,,
W-131,WETLAND,2005-131,6/29/2005,--,--,Report,
W-131,WETLAND,DN-2005-131,6/29/2005,A,Yes,View,A
W-131,WETLAND,WA-131-2005E (516),6/29/2005,--,--,,
W-131,WETLAND,WA-131-2005Y (515),6/29/2005,--,--,,
W-133,WETLAND,2005-133,6/15/2005,--,--,Report,
W-133,WETLAND,DN-2005-133,6/15/2005,B,Yes,View,B
W-133,WETLAND,WA-133-2005E (522),6/15/2005,--,--,,
W-133,WETLAND,WA-133-2005Y (521),6/15/2005,--,--,,
W-134,WETLAND,2005-134,7/7/2005,--,--,Report,
W-134,WETLAND,DN-2005-134,7/7/2005,AA,Yes,View,A
W-134,WETLAND,WA-134-2005E (524),7/7/2005,--,--,,
W-134,WETLAND,WA-134-2005Y (523),7/7/2005,--,--,,
W-171,WETLAND,2008-171,6/9/2008,--,--,Report,
W-171,WETLAND,DN-2008-171,6/9/2008,B,No,View,C
W-171,WETLAND,WA-171-2008E (779),6/9/2008,--,--,,
W-171,WETLAND,WA-171-2008Y (778),6/9/2008,--,--,,
W-171,WETLAND,2015-171,6/11/2015,--,--,,
W-171,WETLAND,DN-2015-171,6/11/2015,B,Yes,View,B
W-171,WETLAND,WA-171-2015E (1481),6/11/2015,--,--,,
W-171,WETLAND,WA-171-2015Y (1480),6/11/2015,--,--,,
W-172,WETLAND,2008-172,6/9/2008,--,--,Report,
W-172,WETLAND,DN-2008-172,6/9/2008,B,No,View,NA
W-172,WETLAND,WA-172-2008E (781),6/9/2008,--,--,,
W-172,WETLAND,WA-172-2008Y (780),6/9/2008,--,--,,
W-173,WETLAND,2008-173,6/10/2008,--,--,Report,
W-173,WETLAND,DN-2008-173,6/10/2008,B,No,View,NA
W-173,WETLAND,WA-173-2008E (783),6/10/2008,--,--,,
W-173,WETLAND,WA-173-2008Y (782),6/10/2008,--,--,,
W-173,WETLAND,2015-173,6/18/2015,--,--,,
W-173,WETLAND,DN-2015-173,6/18/2015,B,No,View,C
W-173,WETLAND,WA-173-2015E (1483),6/18/2015,--,--,,
W-173,WETLAND,WA-173-2015Y (1482),6/18/2015,--,--,,
W-182,WETLAND,2008-182,6/17/2008,--,--,Report,
W-182,WETLAND,DN-2008-182,6/17/2008,B,No,View,C
W-182,WETLAND,WA-182-2008E (801),6/17/2008,--,--,,
W-182,WETLAND,WA-182-2008Y (800),6/17/2008,--,--,,
W-182,WETLAND,2015-182,6/16/2015,--,--,,
W-182,WETLAND,DN-2015-182,6/16/2015,B,No,View,C
W-182,WETLAND,WA-182-2015E (1493),6/16/2015,--,--,,
W-182,WETLAND,WA-182-2015Y (1492),6/16/2015,--,--,,
W-222,WETLAND,2010-222,6/24/2010,--,--,Report,
W-222,WETLAND,DN-2010-222,6/24/2010,AA,No,View,B
W-222,WETLAND,WA-222-2010E (1037),6/24/2010,--,--,,
W-222,WETLAND,WA-222-2010Y (1036),6/24/2010,--,--,,
W-223,WETLAND,2010-223,6/24/2010,--,--,Report,
W-223,WETLAND,DN-2010-223,6/24/2010,AA,No,View,B
W-223,WETLAND,WA-223-2010E (1039),6/24/2010,--,--,,
W-223,WETLAND,WA-223-2010Y (1038),6/24/2010,--,--,,
W-224,WETLAND,2010-224,6/7/2010,--,--,Report,
W-224,WETLAND,DN-2010-224,6/7/2010,C,No,View,NA
W-224,WETLAND,WA-224-2010E (1041),6/7/2010,--,--,,
W-224,WETLAND,WA-224-2010Y (1040),6/7/2010,--,--,,
W-225,WETLAND,2010-225,6/16/2010,--,--,Report,
W-225,WETLAND,DN-2010-225,6/16/2010,B,Yes,View,A
W-225,WETLAND,WA-225-2010E (1043),6/16/2010,--,--,,
W-225,WETLAND,WA-225-2010Y (1042),6/16/2010,--,--,,
W-259,WETLAND,W-259 BACT_05212014,5/21/2014,--,--,Report,
W-259,WETLAND,W-259 BACT_06112014,6/11/2014,--,--,,
W-259,WETLAND,W-259 BACT_07172014,7/17/2014,--,--,,
W-259,WETLAND,W-259 BACT_08122014,8/12/2014,--,--,,
W-259,WETLAND,W-259 BACT_08272014,8/27/2014,--,--,,
W-259,WETLAND,W-259 BACT_09162014,9/16/2014,--,--,,
W-259,WETLAND,W-259 BACT_10052014,10/5/2014,--,--,,
W-259,WETLAND,GW259_06182015,6/18/2015,--,--,,
W-259,WETLAND,W259_06082015,6/8/2015,--,--,,
W-259,WETLAND,W259_06112015,6/11/2015,--,--,,
W-259,WETLAND,W259_07082015,7/8/2015,--,--,,
W-259,WETLAND,W259_07132015,7/13/2015,--,--,,
W-259,WETLAND,W259_07212015,7/21/2015,--,--,,
W-260,WETLAND,W-260 BACT_05212014,5/21/2014,--,--,Report,
W-260,WETLAND,W-260 BACT_06112014,6/11/2014,--,--,,
W-260,WETLAND,W-260 BACT_07172014,7/17/2014,--,--,,
W-260,WETLAND,W-260 BACT_08122014,8/12/2014,--,--,,
W-260,WETLAND,W-260 BACT_08272014,8/27/2014,--,--,,
W-260,WETLAND,W-260 BACT_09162014,9/16/2014,--,--,,
W-260,WETLAND,W-260 BACT_10052014,10/5/2014,--,--,,
W-260,WETLAND,W260_06082015,6/8/2015,--,--,,
W-260,WETLAND,W260_06112015,6/11/2015,--,--,,
W-260,WETLAND,W260_06182015,6/18/2015,--,--,,
W-260,WETLAND,W260_07082015,7/8/2015,--,--,,
W-260,WETLAND,W260_07132015,7/13/2015,--,--,,
W-260,WETLAND,W260_07212015,7/21/2015,--,--,,
W-261,WETLAND,2015-261,6/9/2015,--,--,Report,
W-261,WETLAND,DN-2015-261,6/9/2015,B,Yes,View,B
W-261,WETLAND,WA-261-2015E (1499),6/9/2015,--,--,,
W-261,WETLAND,WA-261-2015Y (1498),6/9/2015,--,--,,
W-262,WETLAND,2015-262,6/9/2015,--,--,Report,
W-262,WETLAND,DN-2015-262,6/9/2015,B,Yes,View,B
W-262,WETLAND,WA-262-2015E (1501),6/9/2015,--,--,,
W-262,WETLAND,WA-262-2015Y (1500),6/9/2015,--,--,,
W-323,WETLAND,2018-323,6/27/2018,--,--,Report,
W-323,WETLAND,WA-323-2018E (1794),6/27/2018,--,--,,
W-323,WETLAND,WA-323-2018Y (1795),6/27/2018,--,--,,
