Station Number,Sample Type,Sample ID,Sample Date,Statutory Class,Attained Class,Report,Final Determination
S-655,MACROINVERTEBRATE,2637,9/19/2017,A,Yes,,A
S-656,ALGAE,SA-656-2015,6/22/2015,--,--,Report,
S-656,ALGAE,SA-656-2015R (1505),6/22/2015,A,Yes,,A
S-656,MACROINVERTEBRATE,1217,9/18/2001,A,Yes,Report,A
S-656,MACROINVERTEBRATE,1309,9/13/2004,A,Yes,,A
S-656,MACROINVERTEBRATE,1626,9/14/2006,A,Yes,,A
S-656,MACROINVERTEBRATE,1762,9/28/2006,A,Yes,,A
S-656,MACROINVERTEBRATE,1768,9/27/2007,A,Yes,,A
S-656,MACROINVERTEBRATE,1985,9/24/2008,A,Yes,View,A
S-656,MACROINVERTEBRATE,2009,9/16/2009,A,Yes,View,A
S-656,MACROINVERTEBRATE,2078,9/22/2010,A,Yes,View,A
S-656,MACROINVERTEBRATE,2162,9/19/2011,A,Yes,View,A
S-656,MACROINVERTEBRATE,2237,9/26/2012,A,Yes,View,A
S-656,MACROINVERTEBRATE,2317,9/26/2013,A,Yes,View,A
S-656,MACROINVERTEBRATE,2424,9/23/2014,A,Yes,View,A
S-656,MACROINVERTEBRATE,2526,9/15/2015,A,Yes,View,A
S-656,MACROINVERTEBRATE,2618,9/21/2016,A,Yes,View,A
S-656,MACROINVERTEBRATE,2638,9/19/2017,A,Yes,,A
S-672,ALGAE,SA-672-2003,7/9/2003,--,--,Report,
S-672,ALGAE,SA-672-2003L (205),7/9/2003,--,--,,
S-672,ALGAE,SA-672-2004,7/6/2004,--,--,,
S-672,ALGAE,SA-672-2004L (267),7/6/2004,--,--,,
S-673,ALGAE,SA-673-2003,7/10/2003,--,--,Report,
S-673,ALGAE,SA-673-2003R (212),7/10/2003,AA,Yes,,A
S-675,ALGAE,SA-675-2010,6/23/2010,--,--,Report,
S-675,ALGAE,SA-675-2010R (936),6/23/2010,C,Yes,,B
S-675,ALGAE,SA-675-2015,7/28/2015,--,--,,
S-675,ALGAE,SA-675-2015R (1544),7/28/2015,C,Yes,,C
S-675,MACROINVERTEBRATE,1276,9/9/2003,C,No,Report,NA
S-675,MACROINVERTEBRATE,1397,8/23/2004,C,No,,NA
S-675,MACROINVERTEBRATE,1320,8/9/2005,C,No,,NA
S-675,MACROINVERTEBRATE,1505,9/20/2005,C,No,,NA
S-675,MACROINVERTEBRATE,1928,8/13/2010,C,No,View,NA
S-675,MACROINVERTEBRATE,2394,8/26/2015,C,No,View,NA
S-692,MACROINVERTEBRATE,1256,8/25/2003,B,No,Report,C
S-722,MACROINVERTEBRATE,1359,9/17/2003,AA,Yes,Report,A
S-722,MACROINVERTEBRATE,1308,9/13/2004,AA,Yes,,A
S-722,MACROINVERTEBRATE,1625,9/13/2005,AA,Yes,,A
S-722,MACROINVERTEBRATE,1757,9/26/2006,AA,Yes,,A
S-722,MACROINVERTEBRATE,1763,9/26/2007,AA,Yes,,A
S-722,MACROINVERTEBRATE,1980,9/25/2008,AA,Yes,View,A
S-722,MACROINVERTEBRATE,2004,9/15/2009,AA,Yes,View,A
S-722,MACROINVERTEBRATE,2073,9/24/2010,AA,Yes,View,A
S-722,MACROINVERTEBRATE,2166,9/21/2011,AA,Yes,View,A
S-722,MACROINVERTEBRATE,2238,9/25/2012,AA,Yes,View,A
S-722,MACROINVERTEBRATE,2318,9/27/2013,AA,Yes,View,A
S-722,MACROINVERTEBRATE,2425,9/24/2014,AA,Yes,View,A
S-722,MACROINVERTEBRATE,2528,9/16/2015,AA,Yes,View,A
S-722,MACROINVERTEBRATE,2619,9/23/2016,AA,Yes,View,A
S-722,MACROINVERTEBRATE,2639,9/20/2017,AA,Yes,,A
S-723,MACROINVERTEBRATE,1360,9/17/2003,AA,Yes,Report,A
S-723,MACROINVERTEBRATE,1304,9/13/2004,AA,Yes,,A
S-723,MACROINVERTEBRATE,1622,9/13/2005,AA,Yes,,A
S-723,MACROINVERTEBRATE,1759,9/26/2006,AA,Yes,,A
S-723,MACROINVERTEBRATE,1765,9/26/2007,AA,Yes,,A
S-723,MACROINVERTEBRATE,1982,9/25/2008,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2006,9/15/2009,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2075,9/24/2010,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2165,9/21/2011,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2239,9/25/2012,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2320,9/27/2013,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2427,9/24/2014,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2529,9/16/2015,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2620,9/23/2016,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2641,9/20/2017,AA,Yes,,A
S-751,MACROINVERTEBRATE,1395,8/23/2004,B,No,Report,NA
S-751,MACROINVERTEBRATE,1682,8/27/2007,B,No,View,NA
S-752,MACROINVERTEBRATE,1399,8/23/2004,C,No,Report,NA
S-752,MACROINVERTEBRATE,1932,8/16/2010,C,No,View,NA
S-752,MACROINVERTEBRATE,2398,8/27/2015,C,No,View,NA
S-752,MACROINVERTEBRATE,2706,7/9/2018,C,No,,NA
S-753,MACROINVERTEBRATE,1398,8/23/2004,C,No,Report,NA
S-753,MACROINVERTEBRATE,1925,8/13/2010,C,No,View,NA
S-753,MACROINVERTEBRATE,2705,8/7/2018,C,No,,NA
S-757,MACROINVERTEBRATE,1405,8/25/2004,B,No,Report,C
S-758,MACROINVERTEBRATE,1407,8/25/2004,B,Yes,Report,A
S-758,MACROINVERTEBRATE,2361,8/11/2015,B,Yes,View,B
S-759,ALGAE,SA-759-2015,6/25/2015,--,--,Report,
S-759,ALGAE,SA-759-2015R (1507),6/25/2015,B,No,,C
S-759,MACROINVERTEBRATE,1406,8/25/2004,B,Yes,Report,B
S-759,MACROINVERTEBRATE,2360,8/11/2015,B,Yes,View,B
S-760,MACROINVERTEBRATE,1415,9/30/2004,A,Yes,Report,A
S-761,MACROINVERTEBRATE,1416,9/30/2004,A,Yes,Report,A
S-787,ALGAE,SA-787-2005,7/6/2005,--,--,Report,
S-787,ALGAE,SA-787-2005R (405),7/6/2005,B,No,,NA
S-787,ALGAE,SA-787-2010,7/8/2010,--,--,,
S-787,ALGAE,SA-787-2010R (971),7/8/2010,B,No,,C
S-789,ALGAE,SA-789-2005,7/6/2005,--,--,Report,
S-789,ALGAE,SA-789-2005C (403),7/6/2005,--,--,,
S-789,ALGAE,SA-789-2005L (408),7/6/2005,--,--,,
S-789,ALGAE,SA-789-2005P (406),7/6/2005,--,--,,
S-789,ALGAE,SA-789-2010,6/29/2010,--,--,,
S-789,ALGAE,SA-789-2010C (942),6/29/2010,--,--,,
S-789,ALGAE,SA-789-2010L (941),6/29/2010,--,--,,
S-793,ALGAE,SA-793-2005,7/13/2005,--,--,Report,
S-793,ALGAE,SA-793-2005P (421),7/13/2005,--,--,,
S-793,ALGAE,SA-793-2005R (422),7/13/2005,C,Yes,,C
S-793,ALGAE,SA-793-2010,6/23/2010,--,--,,
S-793,ALGAE,SA-793-2010R (934),6/23/2010,C,Yes,,A
S-795,MACROINVERTEBRATE,1321,8/9/2005,C,No,Report,NA
S-795,MACROINVERTEBRATE,1927,8/13/2010,C,No,View,NA
S-796,MACROINVERTEBRATE,1348,8/22/2005,B,No,Report,C
S-796,MACROINVERTEBRATE,1971,8/30/2010,B,Indeterminate,View,I
S-799,ALGAE,SA-799-2005,7/12/2005,--,--,Report,
S-799,ALGAE,SA-799-2005P (413),7/12/2005,--,--,,
S-799,ALGAE,SA-799-2005R (414),7/12/2005,B,No,,C
S-799,ALGAE,SA-799-2005VB2,8/11/2005,--,--,,
S-799,ALGAE,SA-799-2010,7/26/2010,--,--,,
S-799,ALGAE,SA-799-2010R (987),7/26/2010,B,Yes,,B
S-799,ALGAE,SA-799-2015,7/8/2015,--,--,,
S-799,ALGAE,SA-799-2015R (1522),7/8/2015,B,No,,C
S-799,MACROINVERTEBRATE,2358,8/11/2015,B,No,View,C
S-801,ALGAE,SA-801-2005,7/12/2005,--,--,Report,
S-801,ALGAE,SA-801-2005C (419),7/12/2005,--,--,,
S-801,ALGAE,SA-801-2005P (418),7/12/2005,--,--,,
S-802,MACROINVERTEBRATE,1502,9/1/2005,C,Yes,Report,B
S-816,MACROINVERTEBRATE,1562,8/14/2006,B,No,View,C
S-816,MACROINVERTEBRATE,2596,8/24/2017,B,No,View,NA
S-931,MACROINVERTEBRATE,1835,8/11/2009,C,No,View,NA
S-931,MACROINVERTEBRATE,2297,9/15/2014,C,No,View,NA
S-932,MACROINVERTEBRATE,1836,8/11/2009,C,No,View,NA
S-932,MACROINVERTEBRATE,2298,9/15/2014,C,No,View,NA
S-933,MACROINVERTEBRATE,1837,8/11/2009,C,No,View,NA
S-934,MACROINVERTEBRATE,1838,8/11/2009,C,No,View,NA
S-948,ALGAE,SA-948-2010,7/26/2010,--,--,Report,
S-948,ALGAE,SA-948-2010R (989),7/26/2010,B,Yes,,B
S-998,ALGAE,SA-998-2015,7/27/2015,--,--,Report,
S-998,ALGAE,SA-998-2015R (1543),7/27/2015,B,Yes,,B
S-998,MACROINVERTEBRATE,2195,8/8/2013,B,Yes,View,B
S-998,MACROINVERTEBRATE,2350,8/6/2015,B,Yes,View,A
S-1015,MACROINVERTEBRATE,2240,9/9/2013,C,No,View,NA
S-1015,MACROINVERTEBRATE,2704,7/9/2018,C,No,,NA
S-1039,MACROINVERTEBRATE,2299,8/18/2014,C,No,View,NA
S-1040,MACROINVERTEBRATE,2300,8/18/2014,C,No,View,NA
S-1064,MACROINVERTEBRATE,2347,8/5/2015,B,No,View,NA
S-1067,MACROINVERTEBRATE,2401,7/8/2015,B,Indeterminate,Report,I
S-1068,MACROINVERTEBRATE,2402,7/8/2015,B,Indeterminate,Report,I
S-1069,MACROINVERTEBRATE,2403,7/8/2015,B,Indeterminate,Report,I
S-1070,MACROINVERTEBRATE,2404,7/8/2015,B,Indeterminate,Report,I
S-1071,MACROINVERTEBRATE,2405,7/8/2015,B,Indeterminate,Report,I
S-1072,MACROINVERTEBRATE,2406,7/8/2015,B,Indeterminate,Report,I
S-1073,MACROINVERTEBRATE,2407,7/8/2015,B,Indeterminate,Report,I
S-1074,MACROINVERTEBRATE,2408,7/8/2015,B,Indeterminate,Report,I
S-1075,MACROINVERTEBRATE,2409,7/8/2015,B,Indeterminate,Report,I
S-1076,MACROINVERTEBRATE,2410,7/8/2015,B,Indeterminate,Report,I
S-1126,MACROINVERTEBRATE,2602,8/30/2017,B,No,View,NA
W-001,WETLAND,1998-001,8/3/1998,--,--,View,
W-001,WETLAND,SP-1998-001,8/3/1998,--,--,View,
W-001,WETLAND,1999-001,7/26/1999,--,--,View,
W-001,WETLAND,SP-1999-001,7/26/1999,--,--,View,
W-001,WETLAND,2000-001,6/19/2000,--,--,View,
W-001,WETLAND,DN-2000-001,6/19/2000,B,No,View,C
W-001,WETLAND,SP-2000-001,6/19/2000,--,--,View,
W-001,WETLAND,2001-001,6/28/2001,--,--,View,
W-001,WETLAND,DN-2001-001,6/28/2001,B,No,View,C
W-001,WETLAND,DN-2001-001,6/28/2001,B,No,View,C
W-001,WETLAND,SP-2001-001,6/28/2001,--,--,View,
W-001,WETLAND,2005-001,6/15/2005,--,--,,
W-001,WETLAND,DN-2005-001,6/15/2005,B,No,View,C
W-001,WETLAND,WA-001-2005E (478),6/15/2005,--,--,,
W-001,WETLAND,WA-001-2005Y (477),6/15/2005,--,--,,
W-001,WETLAND,2010-001,6/28/2010,--,--,,
W-001,WETLAND,DN-2010-001,6/28/2010,B,Indeterminate,View,I
W-001,WETLAND,WA-001-2010E (993),6/28/2010,--,--,,
W-001,WETLAND,WA-001-2010Y (992),6/28/2010,--,--,,
W-002,WETLAND,1998-002,8/3/1998,--,--,View,
W-002,WETLAND,SP-1998-002,8/3/1998,--,--,View,
W-002,WETLAND,1999-002,8/17/1999,--,--,View,
W-002,WETLAND,SP-1999-002,8/17/1999,--,--,View,
W-002,WETLAND,2010-002,6/28/2010,--,--,,
W-002,WETLAND,DN-2010-002,6/28/2010,B,Yes,View,B
W-002,WETLAND,WA-002-2010E (997),6/28/2010,--,--,,
W-002,WETLAND,WA-002-2010Y (996),6/28/2010,--,--,,
W-003,WETLAND,1998-003,8/4/1998,--,--,View,
W-003,WETLAND,SP-1998-003,8/4/1998,--,--,View,
W-003,WETLAND,1999-003,8/17/1999,--,--,View,
W-003,WETLAND,SP-1999-003,8/17/1999,--,--,View,
W-004,WETLAND,1998-004,8/4/1998,--,--,View,
W-004,WETLAND,SP-1998-004,8/4/1998,--,--,View,
W-004,WETLAND,1999-004,7/27/1999,--,--,View,
W-004,WETLAND,SP-1999-004,7/27/1999,--,--,View,
W-004,WETLAND,2005-004,6/23/2005,--,--,,
W-004,WETLAND,DN-2005-004,6/23/2005,B,Yes,View,B
W-004,WETLAND,WA-004-2005E (480),6/23/2005,--,--,,
W-004,WETLAND,WA-004-2005Y (479),6/23/2005,--,--,,
W-004,WETLAND,W-004 BACT_05152013,5/15/2013,--,--,,
W-004,WETLAND,W-004 BACT_06122013,6/12/2013,--,--,,
W-004,WETLAND,W-004 BACT_07012013,7/1/2013,--,--,,
W-004,WETLAND,W-004 BACT_07312013,7/31/2013,--,--,,
W-004,WETLAND,W-004 BACT_08222013,8/22/2013,--,--,,
W-004,WETLAND,W-004 BACT_09192013,9/19/2013,--,--,,
W-004,WETLAND,W-004 BACT_05212014,5/21/2014,--,--,,
W-004,WETLAND,W-004 BACT_06112014,6/11/2014,--,--,,
W-004,WETLAND,W-004 BACT_07172014,7/17/2014,--,--,,
W-004,WETLAND,W-004 BACT_08122014,8/12/2014,--,--,,
W-004,WETLAND,W-004 BACT_08272014,8/27/2014,--,--,,
W-004,WETLAND,W-004 BACT_09162014,9/16/2014,--,--,,
W-004,WETLAND,W-004 BACT_10052014,10/5/2014,--,--,,
W-005,WETLAND,1998-005,8/4/1998,--,--,View,
W-005,WETLAND,SP-1998-005,8/4/1998,--,--,View,
W-005,WETLAND,1999-005,7/27/1999,--,--,View,
W-005,WETLAND,SP-1999-005,7/27/1999,--,--,,
W-005,WETLAND,2005-005,6/23/2005,--,--,,
W-005,WETLAND,DN-2005-005,6/23/2005,B,No,View,C
W-005,WETLAND,WA-005-2005E (482),6/23/2005,--,--,,
W-005,WETLAND,WA-005-2005Y (481),6/23/2005,--,--,,
W-005,WETLAND,W-005 BACT_05152013,5/15/2013,--,--,,
W-005,WETLAND,W-005 BACT_06122013,6/12/2013,--,--,,
W-005,WETLAND,W-005 BACT_07012013,7/1/2013,--,--,,
W-005,WETLAND,W-005 BACT_07312013,7/31/2013,--,--,,
W-005,WETLAND,W-005 BACT_08222013,8/22/2013,--,--,,
W-005,WETLAND,W-005 BACT_09192013,9/19/2013,--,--,,
W-005,WETLAND,W-005 BACT_05212014,5/21/2014,--,--,,
W-005,WETLAND,W-005 BACT_06112014,6/11/2014,--,--,,
W-005,WETLAND,W-005 BACT_07172014,7/17/2014,--,--,,
W-005,WETLAND,W-005 BACT_08122014,8/12/2014,--,--,,
W-005,WETLAND,W-005 BACT_08272014,8/27/2014,--,--,,
W-005,WETLAND,W-005 BACT_09162014,9/16/2014,--,--,,
W-005,WETLAND,W-005 BACT_10052014,10/5/2014,--,--,,
W-006,WETLAND,1998-006,8/5/1998,--,--,View,
W-006,WETLAND,SP-1998-006,8/5/1998,--,--,View,
W-006,WETLAND,1999-006,8/16/1999,--,--,View,
W-006,WETLAND,SP-1999-006,8/16/1999,--,--,View,
W-007,WETLAND,1998-007,8/5/1998,--,--,View,
W-007,WETLAND,SP-1998-007,8/5/1998,--,--,View,
W-007,WETLAND,1999-007,8/3/1999,--,--,View,
W-007,WETLAND,SP-1999-007,8/3/1999,--,--,View,
W-007,WETLAND,2000-007,6/21/2000,--,--,View,
W-007,WETLAND,SP-2000-007,6/21/2000,--,--,View,
W-007,WETLAND,2005-007,6/29/2005,--,--,,
W-007,WETLAND,DN-2005-007,6/29/2005,GPA,No,View,A
W-007,WETLAND,WA-007-2005E (484),6/29/2005,--,--,,
W-007,WETLAND,WA-007-2005Y (483),6/29/2005,--,--,,
W-007,WETLAND,2015-007,6/11/2015,--,--,,
W-007,WETLAND,DN-2015-007,6/11/2015,GPA,No,View,A
W-007,WETLAND,WA-007-2015E (1455),6/11/2015,--,--,,
W-007,WETLAND,WA-007-2015Y (1454),6/11/2015,--,--,,
W-008,WETLAND,1998-008,8/6/1998,--,--,View,
W-008,WETLAND,SP-1998-008,8/6/1998,--,--,View,
W-008,WETLAND,1999-008,8/12/1999,--,--,View,
W-008,WETLAND,SP-1999-008,8/12/1999,--,--,View,
W-009,WETLAND,1998-009,8/6/1998,--,--,View,
W-009,WETLAND,SP-1998-009,8/6/1998,--,--,View,
W-009,WETLAND,1999-009,8/12/1999,--,--,View,
W-009,WETLAND,SP-1999-009,8/12/1999,--,--,View,
W-010,WETLAND,1998-010,8/7/1998,--,--,View,
W-010,WETLAND,SP-1998-010,8/7/1998,--,--,View,
W-010,WETLAND,1999-010,8/4/1999,--,--,View,
W-010,WETLAND,SP-1999-010,8/4/1999,--,--,View,
W-011,WETLAND,1998-011,8/7/1998,--,--,View,
W-011,WETLAND,1998-011,8/7/1998,--,--,View,
W-011,WETLAND,SP-1998-011,8/7/1998,--,--,View,
W-011,WETLAND,1999-011,8/4/1999,--,--,View,
W-011,WETLAND,SP-1999-011,8/4/1999,--,--,View,
W-012,WETLAND,1998-012,8/10/1998,--,--,View,
W-012,WETLAND,SP-1998-012,8/10/1998,--,--,View,
W-012,WETLAND,1999-012,8/3/1999,--,--,View,
W-012,WETLAND,SP-1999-012,8/3/1999,--,--,View,
W-013,WETLAND,1998-013,8/10/1998,--,--,View,
W-013,WETLAND,SP-1998-013,8/10/1998,--,--,View,
W-013,WETLAND,1999-013,8/16/1999,--,--,View,
W-013,WETLAND,SP-1999-013,8/16/1999,--,--,View,
W-013,WETLAND,2000-013,6/21/2000,--,--,View,
W-013,WETLAND,DN-2000-013,6/21/2000,A,No,View,B
W-013,WETLAND,SP-2000-013,6/21/2000,--,--,View,
W-013,WETLAND,2001-013,6/27/2001,--,--,View,
W-013,WETLAND,DN-2001-013,6/27/2001,A,Yes,View,A
W-013,WETLAND,SP-2001-013,6/27/2001,--,--,View,
W-014,WETLAND,1998-014,8/11/1998,--,--,View,
W-014,WETLAND,SP-1998-014,8/11/1998,--,--,View,
W-015,WETLAND,1998-015,8/12/1998,--,--,View,
W-015,WETLAND,SP-1998-015,8/12/1998,--,--,View,
W-015,WETLAND,1999-015,8/5/1999,--,--,View,
W-015,WETLAND,SP-1999-015,8/5/1999,--,--,View,
W-016,WETLAND,1998-016,8/12/1998,--,--,View,
W-016,WETLAND,SP-1998-016,8/12/1998,--,--,View,
W-017,WETLAND,1998-017,8/13/1998,--,--,View,
W-017,WETLAND,SP-1998-017,8/13/1998,--,--,View,
W-017,WETLAND,1999-017,8/5/1999,--,--,View,
W-017,WETLAND,SP-1999-017,8/5/1999,--,--,View,
W-018,WETLAND,1998-018,8/13/1998,--,--,View,
W-018,WETLAND,SP-1998-018,8/13/1998,--,--,View,
W-018,WETLAND,1999-018,8/10/1999,--,--,View,
W-018,WETLAND,SP-1999-018,8/10/1999,--,--,View,
W-019,WETLAND,1998-019,8/14/1998,--,--,View,
W-019,WETLAND,SP-1998-019,8/14/1998,--,--,View,
W-019,WETLAND,1999-019,8/10/1999,--,--,View,
W-019,WETLAND,SP-1999-019,8/10/1999,--,--,View,
W-019,WETLAND,2000-019,6/29/2000,--,--,View,
W-019,WETLAND,DN-2000-019,6/29/2000,A,Yes,View,A
W-019,WETLAND,SP-2000-019,6/29/2000,--,--,View,
W-019,WETLAND,2005-019,6/28/2005,--,--,,
W-019,WETLAND,DN-2005-019,6/28/2005,A,Yes,View,A
W-019,WETLAND,WA-019-2005E (486),6/28/2005,--,--,,
W-019,WETLAND,WA-019-2005Y (485),6/28/2005,--,--,,
W-019,WETLAND,2015-019,6/10/2015,--,--,,
W-019,WETLAND,DN-2015-019,6/10/2015,A,Yes,View,A
W-019,WETLAND,WA-019-2015E (1457),6/10/2015,--,--,,
W-019,WETLAND,WA-019-2015Y (1456),6/10/2015,--,--,,
W-020,WETLAND,1998-020,8/14/1998,--,--,View,
W-020,WETLAND,SP-1998-020,8/14/1998,--,--,View,
W-020,WETLAND,1999-020,8/10/1999,--,--,View,
W-020,WETLAND,SP-1999-020,8/10/1999,--,--,View,
W-021,WETLAND,1999-021,8/11/1999,--,--,View,
W-021,WETLAND,SP-1999-021,8/11/1999,--,--,View,
W-021,WETLAND,2005-021,6/30/2005,--,--,,
W-021,WETLAND,DN-2005-021,6/30/2005,GPA,No,View,A
W-021,WETLAND,WA-021-2005E (488),6/30/2005,--,--,,
W-021,WETLAND,WA-021-2005Y (487),6/30/2005,--,--,,
W-022,WETLAND,1999-022,8/11/1999,--,--,View,
W-022,WETLAND,SP-1999-022,8/11/1999,--,--,View,
W-022,WETLAND,2000-022,6/22/2000,--,--,View,
W-022,WETLAND,SP-2000-022,6/22/2000,--,--,View,
W-022,WETLAND,2001-022,6/19/2001,--,--,View,
W-022,WETLAND,DN-2001-022,6/19/2001,A,Yes,View,A
W-022,WETLAND,SP-2001-022,6/19/2001,--,--,View,
W-023,WETLAND,2000-023,6/13/2000,--,--,View,
W-023,WETLAND,DN-2000-023,6/13/2000,C,Yes,View,C
W-023,WETLAND,SP-2000-023,6/13/2000,--,--,View,
W-023,WETLAND,2003-023,6/12/2003,--,--,,
W-023,WETLAND,DN-2003-023,6/12/2003,C,No,View,NA
W-023,WETLAND,WA-023-2003E (352),6/12/2003,--,--,,
W-023,WETLAND,WA-023-2003Y (448),6/12/2003,--,--,,
W-024,WETLAND,2000-024,6/13/2000,--,--,View,
W-024,WETLAND,SP-2000-024,6/13/2000,--,--,View,
W-025,WETLAND,2000-025,6/14/2000,--,--,View,
W-025,WETLAND,SP-2000-025,6/14/2000,--,--,View,
W-025,WETLAND,2010-025,6/7/2010,--,--,,
W-025,WETLAND,DN-2010-025,6/7/2010,B,No,View,NA
W-025,WETLAND,WA-025-2010E (999),6/7/2010,--,--,,
W-025,WETLAND,WA-025-2010Y (998),6/7/2010,--,--,,
W-026,WETLAND,2000-026,6/14/2000,--,--,View,
W-026,WETLAND,DN-2000-026,6/14/2000,B,No,View,NA
W-026,WETLAND,SP-2000-026,6/14/2000,--,--,View,
W-027,WETLAND,2000-027,6/15/2000,--,--,View,
W-027,WETLAND,DN-2000-027,6/15/2000,C,No,View,NA
W-027,WETLAND,SP-2000-027,6/15/2000,--,--,View,
W-028,WETLAND,2000-028,6/15/2000,--,--,View,
W-028,WETLAND,SP-2000-028,6/15/2000,--,--,View,
W-028,WETLAND,2010-028,6/10/2010,--,--,,
W-028,WETLAND,DN-2010-028,6/10/2010,C,Yes,View,C
W-028,WETLAND,WA-028-2010E (1001),6/10/2010,--,--,,
W-028,WETLAND,WA-028-2010Y (1000),6/10/2010,--,--,,
W-028,WETLAND,2015-028,6/15/2015,--,--,,
W-028,WETLAND,DN-2015-028,6/15/2015,C,Yes,View,C
W-028,WETLAND,WA-028-2015E (1459),6/15/2015,--,--,,
W-028,WETLAND,WA-028-2015Y (1458),6/15/2015,--,--,,
W-029,WETLAND,2000-029,6/19/2000,--,--,View,
W-029,WETLAND,SP-2000-029,6/19/2000,--,--,View,
W-030,WETLAND,2000-030,6/20/2000,--,--,View,
W-030,WETLAND,DN-2000-030,6/20/2000,B,Yes,View,A
W-030,WETLAND,SP-2000-030,6/20/2000,--,--,View,
W-030,WETLAND,2001-030,6/28/2001,--,--,View,
W-030,WETLAND,DN-2001-030,6/28/2001,B,Yes,View,A
W-030,WETLAND,SP-2001-030,6/28/2001,--,--,View,
W-030,WETLAND,2005-030,6/23/2005,--,--,,
W-030,WETLAND,DN-2005-030,6/23/2005,B,Yes,View,A
W-030,WETLAND,WA-030-2005E (490),6/23/2005,--,--,,
W-030,WETLAND,WA-030-2005Y (489),6/23/2005,--,--,,
W-030,WETLAND,2009-030,6/24/2009,--,--,,
W-030,WETLAND,DN-2009-030,6/24/2009,B,No,View,C
W-030,WETLAND,WA-030-2009E (839),6/24/2009,--,--,,
W-030,WETLAND,WA-030-2009Y (838),6/24/2009,--,--,,
W-030,WETLAND,W-030 NORTH BACT_05212014,5/21/2014,--,--,,
W-030,WETLAND,W-030 NORTH BACT_06112014,6/11/2014,--,--,,
W-030,WETLAND,W-030 NORTH BACT_07172014,7/17/2014,--,--,,
W-030,WETLAND,W-030 NORTH BACT_08122014,8/12/2014,--,--,,
W-030,WETLAND,W-030 NORTH BACT_08272014,8/27/2014,--,--,,
W-030,WETLAND,W-030 NORTH BACT_09162014,9/16/2014,--,--,,
W-030,WETLAND,W-030 NORTH BACT_10052014,10/5/2014,--,--,,
W-030,WETLAND,W-030 SOUTH BACT_05212014,5/21/2014,--,--,,
W-030,WETLAND,W-030 SOUTH BACT_06112014,6/11/2014,--,--,,
W-030,WETLAND,W-030 SOUTH BACT_07172014,7/17/2014,--,--,,
W-030,WETLAND,W-030 SOUTH BACT_08122014,8/12/2014,--,--,,
W-030,WETLAND,W-030 SOUTH BACT_08272014,8/27/2014,--,--,,
W-030,WETLAND,W-030 SOUTH BACT_09162014,9/16/2014,--,--,,
W-030,WETLAND,W-030 SOUTH BACT_10052014,10/5/2014,--,--,,
W-031,WETLAND,2000-031,6/20/2000,--,--,View,
W-031,WETLAND,SP-2000-031,6/20/2000,--,--,View,
W-031,WETLAND,2010-031,6/23/2010,--,--,,
W-031,WETLAND,DN-2010-031,6/23/2010,B,No,View,C
W-031,WETLAND,WA-031-2010E (1003),6/23/2010,--,--,,
W-031,WETLAND,WA-031-2010Y (1002),6/23/2010,--,--,,
W-032,WETLAND,2000-032,6/22/2000,--,--,View,
W-032,WETLAND,DN-2000-032,6/22/2000,GPA,No,View,A
W-032,WETLAND,SP-2000-032,6/22/2000,--,--,View,
W-032,WETLAND,2001-032,6/19/2001,--,--,View,
W-032,WETLAND,DN-2001-032,6/19/2001,GPA,No,View,A
W-032,WETLAND,SP-2001-032,6/19/2001,--,--,View,
W-033,WETLAND,2000-033,6/27/2000,--,--,View,
W-033,WETLAND,DN-2000-033,6/27/2000,B,Yes,,B
W-033,WETLAND,SP-2000-033,6/27/2000,--,--,View,
W-033,WETLAND,2001-033,6/28/2001,--,--,View,
W-033,WETLAND,DN-2001-033,6/28/2001,B,Yes,View,A
W-033,WETLAND,SP-2001-033,6/28/2001,--,--,View,
W-034,WETLAND,2000-034,6/27/2000,--,--,View,
W-034,WETLAND,SP-2000-034,6/27/2000,--,--,View,
W-035,WETLAND,2000-035,6/28/2000,--,--,View,
W-035,WETLAND,DN-2000-035,6/28/2000,GPA,No,View,C
W-035,WETLAND,SP-2000-035,6/28/2000,--,--,View,
W-035,WETLAND,2010-035,6/16/2010,--,--,,
W-035,WETLAND,DN-2010-035,6/6/2010,GPA,No,View,B
W-035,WETLAND,WA-035-2010E (1005),6/16/2010,--,--,,
W-035,WETLAND,WA-035-2010Y (1004),6/16/2010,--,--,,
W-035,WETLAND,2015-035,6/8/2015,--,--,,
W-035,WETLAND,DN-2015-035,6/8/2015,GPA,No,View,C
W-035,WETLAND,WA-035-2015E (1461),6/8/2015,--,--,,
W-035,WETLAND,WA-035-2015Y (1460),6/8/2015,--,--,,
W-036,WETLAND,2000-036,6/28/2000,--,--,View,
W-036,WETLAND,SP-2000-036,6/28/2000,--,--,View,
W-036,WETLAND,2010-036,6/23/2010,--,--,,
W-036,WETLAND,DN-2010-036,6/23/2010,GPA,No,View,B
